wavesensor;2016;6;WMO46035;20160601T0000;20160630T2300;57.03N;177.74W
wavesensor;2016;6;WMO46041;20160601T0000;20160630T2300;47.35N;124.73W
wavesensor;2016;6;WMO46042;20160601T0000;20160630T2300;36.79N;122.45W
wavesensor;2016;6;WMO46047;20160601T0000;20160630T2300;32.40N;119.54W
wavesensor;2016;6;WMO46050;20160601T0000;20160630T2300;44.66N;124.53W
wavesensor;2016;6;WMO46053;20160601T0000;20160630T2300;34.25N;119.85W
wavesensor;2016;6;WMO46054;20160601T0000;20160630T2300;34.26N;120.48W
wavesensor;2016;6;WMO46059;20160601T0000;20160630T2300;38.05N;129.90W
wavesensor;2016;6;WMO46061;20160601T0000;20160630T2300;60.23N;146.83W
wavesensor;2016;6;WMO46066;20160601T0000;20160630T2300;52.78N;155.05W
wavesensor;2016;6;WMO46069;20160601T0000;20160630T2300;33.67N;120.21W
wavesensor;2016;6;WMO46070;20160601T0000;20160630T2300;55.08N;175.15E
wavesensor;2016;6;WMO46071;20160601T0000;20160630T2300;51.12N;179.01E
wavesensor;2016;6;WMO46072;20160601T0000;20160630T2300;51.66N;172.06W
wavesensor;2016;6;WMO46076;20160601T0000;20160630T2300;59.50N;147.99W
wavesensor;2016;6;WMO46078;20160629T1500;20160630T2300;55.54N;152.63W
wavesensor;2016;6;WMO46080;20160601T0200;20160630T2000;57.94N;149.96W
wavesensor;2016;6;WMO46081;20160601T0000;20160630T2300;60.80N;148.26W
wavesensor;2016;6;WMO46083;20160601T0000;20160630T2300;58.30N;138.00W
wavesensor;2016;6;WMO46084;20160601T0300;20160630T2300;56.60N;136.10W
wavesensor;2016;6;WMO46085;20160601T0000;20160630T2300;55.87N;142.49W
wavesensor;2016;6;WMO46086;20160601T0000;20160630T2300;32.49N;118.04W
wavesensor;2016;6;WMO46087;20160601T0000;20160630T2300;48.49N;124.73W
wavesensor;2016;6;WMO46088;20160601T0000;20160630T2300;48.33N;123.17W
wavesensor;2016;6;WMO46089;20160601T0000;20160630T2300;45.89N;125.82W
wavesensor;2016;6;WMO51000;20160601T0000;20160630T2300;23.54N;153.81W
wavesensor;2016;6;WMO51001;20160601T0000;20160630T2300;24.39N;162.13W
wavesensor;2016;6;WMO51002;20160601T0000;20160630T2300;17.06N;157.80W
wavesensor;2016;6;WMO51003;20160601T0000;20160630T2300;19.29N;160.57W
wavesensor;2016;6;WMO51004;20160601T0000;20160630T2300;17.60N;152.40W
wavesensor;2016;6;WMO51101;20160601T0000;20160630T2300;24.32N;162.23W
wavesensor;2016;6;WMO32012;20160601T0050;20160630T2350;19.82S;84.74W
wavesensor;2016;6;WMO41051;20160601T0000;20160630T2340;18.26N;65.00W
wavesensor;2016;6;WMO41052;20160601T0000;20160630T2350;18.25N;64.76W
wavesensor;2016;6;WMO41053;20160601T0000;20160630T2350;18.47N;66.10W
wavesensor;2016;6;WMO41056;20160601T0000;20160630T2350;18.26N;65.46W
wavesensor;2016;6;WMO41060;20160601T0050;20160630T2350;14.82N;51.02W
wavesensor;2016;6;WMO41108;20160601T0026;20160630T2356;33.72N;78.01W
wavesensor;2016;6;WMO41110;20160601T0006;20160630T2336;34.14N;77.71W
wavesensor;2016;6;WMO41112;20160601T0001;20160630T2331;30.71N;81.29W
wavesensor;2016;6;WMO41113;20160601T0010;20160630T2340;28.40N;80.53W
wavesensor;2016;6;WMO41114;20160601T0021;20160630T2351;27.55N;80.22W
wavesensor;2016;6;WMO41115;20160623T1523;20160630T2353;18.38N;67.28W
wavesensor;2016;6;WMO41159;20160601T0025;20160630T2355;34.21N;76.95W
wavesensor;2016;6;WMO42067;20160601T0240;20160630T2340;30.04N;88.65W
wavesensor;2016;6;WMO42085;20160601T0000;20160630T2350;17.86N;66.52W
wavesensor;2016;6;WMO42098;20160601T0000;20160630T2330;27.59N;82.93W
wavesensor;2016;6;WMO42099;20160601T0000;20160630T2330;27.34N;84.28W
wavesensor;2016;6;WMO42360;20160601T0000;20160630T2300;26.67N;90.47W
wavesensor;2016;6;WMO42392;20160601T0000;20160630T2340;27.20N;90.03W
wavesensor;2016;6;WMO42395;20160616T1920;20160630T2340;26.40N;90.79W
wavesensor;2016;6;WMO44024;20160601T0004;20160630T2304;42.32N;65.91W
wavesensor;2016;6;WMO44029;20160601T0004;20160630T2304;42.52N;70.57W
wavesensor;2016;6;WMO44030;20160601T0004;20160630T2304;43.18N;70.43W
wavesensor;2016;6;WMO44032;20160601T0004;20160630T2304;43.72N;69.36W
wavesensor;2016;6;WMO44033;20160601T0004;20160630T2304;44.06N;69.00W
wavesensor;2016;6;WMO44034;20160601T0004;20160630T2304;44.11N;68.11W
wavesensor;2016;6;WMO44037;20160601T0004;20160630T2304;43.49N;67.88W
wavesensor;2016;6;WMO44039;20160601T0000;20160630T2353;41.14N;72.65W
wavesensor;2016;6;WMO44041;20160601T0000;20160630T2350;37.20N;76.78W
wavesensor;2016;6;WMO44042;20160601T0000;20160630T2350;38.03N;76.33W
wavesensor;2016;6;WMO44043;20160601T0000;20160630T2350;39.15N;76.39W
wavesensor;2016;6;WMO44056;20160601T0011;20160630T2341;36.20N;75.71W
wavesensor;2016;6;WMO44058;20160601T0000;20160630T2350;37.57N;76.26W
wavesensor;2016;6;WMO44062;20160601T0000;20160630T2350;38.56N;76.42W
wavesensor;2016;6;WMO44063;20160601T0000;20160630T2350;38.96N;76.45W
wavesensor;2016;6;WMO44064;20160601T0000;20160630T2350;36.97N;76.05W
wavesensor;2016;6;WMO44089;20160627T1430;20160630T2330;37.76N;75.33W
wavesensor;2016;6;WMO44090;20160601T0004;20160630T2334;41.84N;70.33W
wavesensor;2016;6;WMO44091;20160601T0022;20160630T2352;39.78N;73.77W
wavesensor;2016;6;WMO44093;20160601T0021;20160630T2351;36.87N;75.49W
wavesensor;2016;6;WMO44095;20160601T0000;20160630T2330;35.75N;75.33W
wavesensor;2016;6;WMO44096;20160601T0026;20160630T2356;37.02N;75.81W
wavesensor;2016;6;WMO44097;20160601T0025;20160630T2355;40.97N;71.13W
wavesensor;2016;6;WMO44098;20160601T0008;20160630T2338;42.80N;70.17W
wavesensor;2016;6;WMO44099;20160601T0012;20160630T2342;36.92N;75.72W
wavesensor;2016;6;WMO45015;20160615T1100;20160630T2300;41.71N;87.53W
wavesensor;2016;6;WMO45018;20160615T1200;20160630T2300;41.97N;87.64W
wavesensor;2016;6;WMO45020;20160617T1130;20160630T2350;44.79N;85.60W
wavesensor;2016;6;WMO45022;20160601T0000;20160630T2340;45.40N;85.09W
wavesensor;2016;6;WMO45023;20160601T0000;20160630T2350;47.27N;88.61W
wavesensor;2016;6;WMO45024;20160601T0000;20160630T2350;43.98N;86.56W
wavesensor;2016;6;WMO45025;20160601T0000;20160630T2350;46.97N;88.40W
wavesensor;2016;6;WMO45026;20160601T0000;20160630T2350;41.98N;86.62W
wavesensor;2016;6;WMO45029;20160601T0000;20160630T2350;42.90N;86.27W
wavesensor;2016;6;WMO45161;20160601T0000;20160630T2340;43.18N;86.36W
wavesensor;2016;6;WMO45162;20160601T0000;20160630T2340;44.99N;83.27W
wavesensor;2016;6;WMO45163;20160601T0000;20160630T2340;43.99N;83.60W
wavesensor;2016;6;WMO45165;20160601T0000;20160630T2350;41.70N;83.26W
wavesensor;2016;6;WMO45167;20160629T1320;20160630T2340;42.19N;80.14W
wavesensor;2016;6;WMO45168;20160601T0000;20160630T2350;42.40N;86.33W
wavesensor;2016;6;WMO45169;20160601T0000;20160630T2350;41.62N;81.82W
wavesensor;2016;6;WMO45170;20160601T0000;20160630T2350;41.76N;86.97W
wavesensor;2016;6;WMO45171;20160601T0000;20160630T2350;46.72N;87.41W
wavesensor;2016;6;WMO45172;20160620T1740;20160630T2350;46.74N;85.96W
wavesensor;2016;6;WMO45174;20160601T0000;20160630T2350;42.13N;87.65W
wavesensor;2016;6;WMO45175;20160601T0000;20160630T2350;45.83N;84.77W
wavesensor;2016;6;WMO45176;20160607T1430;20160630T2350;41.55N;81.76W
wavesensor;2016;6;WMO45177;20160621T1500;20160630T2300;41.89N;87.61W
wavesensor;2016;6;WMO46108;20160601T0022;20160630T2352;59.59N;151.82W
wavesensor;2016;6;WMO46114;20160601T0021;20160630T2351;36.72N;122.35W
wavesensor;2016;6;WMO46211;20160601T0022;20160630T2352;46.86N;124.24W
wavesensor;2016;6;WMO46213;20160601T0021;20160630T2351;40.29N;124.74W
wavesensor;2016;6;WMO46214;20160601T0022;20160630T2352;37.95N;123.47W
wavesensor;2016;6;WMO46215;20160601T0020;20160630T2350;35.20N;120.86W
wavesensor;2016;6;WMO46216;20160601T0012;20160630T2342;34.33N;119.80W
wavesensor;2016;6;WMO46217;20160601T0000;20160630T2330;34.17N;119.43W
wavesensor;2016;6;WMO46218;20160601T0013;20160630T2330;34.46N;120.78W
wavesensor;2016;6;WMO46219;20160601T0021;20160630T2351;33.22N;119.88W
wavesensor;2016;6;WMO46221;20160601T0022;20160630T2352;33.85N;118.63W
wavesensor;2016;6;WMO46222;20160601T0019;20160630T2249;33.62N;118.32W
wavesensor;2016;6;WMO46224;20160601T0021;20160630T2351;33.18N;117.47W
wavesensor;2016;6;WMO46225;20160601T0021;20160630T2351;32.93N;117.39W
wavesensor;2016;6;WMO46229;20160601T0002;20160630T2332;43.77N;124.55W
wavesensor;2016;6;WMO46232;20160601T0011;20160630T2341;32.53N;117.43W
wavesensor;2016;6;WMO46237;20160601T0022;20160630T2352;37.79N;122.63W
wavesensor;2016;6;WMO46239;20160601T0021;20160630T2351;36.34N;122.10W
wavesensor;2016;6;WMO46240;20160601T0019;20160630T2349;36.63N;121.91W
wavesensor;2016;6;WMO46242;20160601T0028;20160630T2358;33.22N;117.44W
wavesensor;2016;6;WMO46243;20160601T0021;20160630T2351;46.22N;124.13W
wavesensor;2016;6;WMO46244;20160601T0021;20160630T2351;40.89N;124.36W
wavesensor;2016;6;WMO46246;20160601T0058;20160630T2358;49.90N;145.24W
wavesensor;2016;6;WMO46248;20160601T0000;20160630T2330;46.13N;124.64W
wavesensor;2016;6;WMO46251;20160601T0021;20160630T2351;33.76N;119.55W
wavesensor;2016;6;WMO46253;20160601T0000;20160630T2330;33.58N;118.18W
wavesensor;2016;6;WMO46254;20160601T0018;20160630T2348;32.87N;117.27W
wavesensor;2016;6;WMO46255;20160601T0018;20160630T2348;33.40N;119.65W
wavesensor;2016;6;WMO46256;20160601T0022;20160630T2352;33.70N;118.20W
wavesensor;2016;6;WMO46257;20160601T0000;20160630T2330;34.44N;120.77W
wavesensor;2016;6;WMO46258;20160601T0000;20160630T2330;32.75N;117.50W
wavesensor;2016;6;WMO46259;20160601T0000;20160630T2330;34.73N;121.66W
wavesensor;2016;6;WMO51201;20160601T0004;20160630T2334;21.67N;158.12W
wavesensor;2016;6;WMO51202;20160601T0011;20160630T2341;21.41N;157.68W
wavesensor;2016;6;WMO51203;20160601T0015;20160630T2345;20.79N;157.01W
wavesensor;2016;6;WMO51204;20160601T0003;20160627T2103;21.28N;158.12W
wavesensor;2016;6;WMO51205;20160601T0009;20160630T2339;21.02N;156.43W
wavesensor;2016;6;WMO51206;20160601T0012;20160630T2342;19.78N;154.97W
wavesensor;2016;6;WMO51207;20160601T0006;20160630T2336;21.48N;157.75W
wavesensor;2016;6;WMO51209;20160601T0003;20160630T2333;14.27S;170.49W
wavesensor;2016;6;WMO52200;20160601T0020;20160630T2350;13.35N;144.79E
wavesensor;2016;6;WMO52201;20160601T0000;20160630T2330;7.08N;171.39E
wavesensor;2016;6;WMO52202;20160616T1451;20160630T2351;13.68N;144.81E
wavesensor;2016;6;WMO52211;20160601T0008;20160630T2338;15.27N;145.66E
wavesensor;2016;5;WMO42369;20160501T0000;20160523T1520;27.21N;90.28W
wavesensor;2016;5;WMO42375;20160512T1200;20160521T0640;28.52N;88.29W
wavesensor;2016;5;WMO42887;20160501T0000;20160531T2340;28.19N;88.50W
wavesensor;2016;5;WMO44100;20160501T0024;20160531T1324;36.26N;75.59W
wavesensor;2016;5;WMO46236;20160501T0022;20160525T0152;36.76N;121.95W
wavesensor;2016;4;WMO41001;20160429T1400;20160430T2300;34.65N;72.69W
wavesensor;2016;4;WMO52212;20160420T2200;20160428T1130;7.63N;134.67E
wavesensor;2016;3;WMO46223;20160301T0007;20160309T0407;33.46N;117.77W
wavesensor;2016;3;WMO51208;20160301T0001;20160307T1901;22.29N;159.57W
wavesensor;2016;2;WMO46060;20160201T0000;20160209T0200;60.58N;146.78W
wavesensor;2016;2;WMO46075;20160201T0000;20160202T1800;53.91N;160.81W
wavesensor;2016;2;WMO46082;20160201T0000;20160228T1400;59.67N;143.39W
wavesensor;2016;1;WMO46231;20160101T0000;20160109T0130;32.75N;117.37W
wavesensor;2016;11;WMO46073;20161101T0000;20161130T2300;55.03N;172.00W
wavesensor;2016;11;WMO42097;20161101T0000;20161130T2330;25.70N;83.65W
wavesensor;2016;11;WMO43010;20161101T0050;20161130T2350;10.05N;125.03W
wavesensor;2016;11;WMO44072;20161101T0000;20161130T2350;37.20N;76.27W
wavesensor;2016;11;WMO46098;20161123T0000;20161130T2350;44.38N;124.96W
wavesensor;2016;11;WMO46099;20161123T0000;20161130T2350;46.99N;124.57W
wavesensor;2016;11;WMO46100;20161123T0000;20161130T2350;46.85N;124.97W
wavesensor;2016;11;WMO51210;20161101T0000;20161130T2330;21.48N;157.76W
wavesensor;2016;10;WMO45028;20161001T0000;20161025T1840;46.81N;91.84W
wavesensor;2016;9;WMO45173;20160901T0000;20160915T1640;46.57N;86.57W
wavesensor;2017;1;WMO41116;20170110T0330;20170131T2330;28.52N;80.19W
wavesensor;2015;11;WMO46252;20151101T0005;20151130T2335;33.95N;119.26W
wavesensor;2015;10;WMO45166;20151001T0015;20151031T2345;45.03N;73.13W
wavesensor;2015;10;WMO48114;20151013T2325;20151021T1700;65.01N;169.45W
wavesensor;2015;9;WMO45016;20150901T0000;20150914T0200;41.78N;87.57W
wavesensor;2015;8;WMO48213;20150801T0000;20150809T2345;71.50N;164.13W
wavesensor;2015;8;WMO48216;20150801T0000;20150810T2345;71.76N;167.95W
wavesensor;2015;7;WMO44094;20150701T0003;20150718T2033;40.58N;73.11W
wavesensor;2015;7;WMO48214;20150720T1636;20150731T2354;70.87N;165.25W
wavesensor;2015;5;WMO46044;20150501T0050;20150518T1550;36.70N;122.38W
wavesensor;2015;4;WMO51100;20150426T1700;20150426T1700;23.56N;153.90W
wavesensor;2015;2;WMO44040;20150228T0449;20150228T0449;40.96N;73.58W
wavesensor;2015;1;WMO41036;20150101T0000;20150107T2100;34.21N;76.95W
wavesensor;2011;7;WMO41012;20110731T2350;20110731T2350;30.04N;80.53W
wavesensor;2011;7;WMO41035;20110731T2350;20110731T2350;34.48N;77.28W
wavesensor;2011;7;WMO46077;20110731T2350;20110731T2350;57.89N;154.29W
wavesensor;2011;7;WMO42065;20110731T2350;20110731T2350;14.93N;75.06W
wavesensor;2011;12;WMO46105;20111229T1600;20111231T2300;59.05N;152.22W
wavesensor;2011;12;WMO46241;20111201T0011;20111231T2341;33.00N;117.29W
wavesensor;2011;12;WMO46247;20111201T0021;20111231T2351;37.75N;122.83W
wavesensor;2011;12;WMO46249;20111201T0017;20111231T2337;33.82N;119.71W
wavesensor;2011;12;WMO44172;20111201T0001;20111231T2331;44.50N;63.41W
wavesensor;2011;12;WMO46212;20111201T0012;20111231T2342;40.75N;124.31W
wavesensor;2011;12;WMO46238;20111201T0020;20111231T2350;33.40N;119.47W
wavesensor;2011;10;WMO46138;20111001T0024;20111004T0924;52.44N;129.79W
wavesensor;2011;9;WMO46250;20110901T0028;20110913T1758;34.03N;119.09W
wavesensor;2011;9;WMO45017;20110902T2000;20110905T0200;41.90N;87.62W
wavesensor;2011;9;WMO45019;20110901T0000;20110909T0100;41.98N;87.65W
wavesensor;2011;5;WMO44235;20110501T0024;20110513T1954;47.26N;57.34W
wavesensor;2011;4;WMO41141;20110401T0021;20110413T1221;17.68N;64.64W
wavesensor;2011;2;WMO46245;20110201T0006;20110209T1436;34.25N;119.31W
wavesensor;2014;3;WMO46126;20140301T0000;20140331T2354;53.95N;166.60W
wavesensor;2014;3;WMO41109;20140318T1742;20140331T2342;34.48N;77.30W
wavesensor;2014;10;WMO44092;20141001T0017;20141006T1717;42.94N;70.63W
wavesensor;2014;10;WMO45164;20141001T0055;20141015T0955;41.73N;81.70W
wavesensor;2013;11;WMO45014;20131101T0000;20131107T2300;44.79N;87.76W
wavesensor;2013;10;WMO48211;20131001T0000;20131005T1615;70.37N;146.04W
wavesensor;2013;10;WMO41061;20131001T0050;20131007T0950;24.58N;38.00W
wavesensor;2013;8;WMO45013;20130801T0000;20130827T1600;43.10N;87.85W
wavesensor;2013;4;WMO46139;20130401T0012;20130428T2212;48.84N;126.00W
wavesensor;2013;1;WMO44021;20130101T0004;20130109T1604;43.76N;69.99W
wavesensor;1989;8;WMO32302;19890801T0000;19890831T2300;18.00S;85.10W
wavesensor;1989;8;WMO41006;19890801T0000;19890831T2300;29.30N;77.40W
wavesensor;1989;8;WMO41011;19890801T0000;19890831T2300;28.20N;80.10W
wavesensor;1989;8;WMO42007;19890801T0000;19890831T2300;30.09N;88.77W
wavesensor;1989;8;WMO42015;19890801T0000;19890831T2300;30.10N;88.20W
wavesensor;1989;8;WMO42016;19890801T0000;19890831T2300;30.20N;88.10W
wavesensor;1989;8;WMO42017;19890801T0000;19890831T2300;27.90N;90.90W
wavesensor;1989;8;WMO46003;19890801T0000;19890831T2300;51.83N;155.85W
wavesensor;1989;8;WMO46010;19890801T0000;19890831T2300;46.20N;124.20W
wavesensor;1989;8;WMO46023;19890801T0000;19890831T2300;34.71N;120.97W
wavesensor;1989;8;WMO46030;19890801T0000;19890831T2300;40.42N;124.53W
wavesensor;1989;8;WMO46040;19890801T0000;19890831T2300;44.80N;124.30W
wavesensor;1989;12;WMO44004;19891201T0000;19891231T2300;38.47N;70.56W
wavesensor;1989;3;WMO44012;19890301T0000;19890302T2100;38.80N;74.60W
wavesensor;1984;7;WMO46024;19840701T0000;19840731T2300;33.00N;119.20W
wavesensor;1984;7;WMO44010;19840701T0000;19840731T2300;36.90N;75.70W
wavesensor;1986;4;WMO51005;19860401T0000;19860430T2300;20.40N;156.10W
wavesensor;1986;4;WMO32301;19860401T0000;19860430T2300;9.90S;105.20W
wavesensor;1986;4;WMO41007;19860401T0000;19860401T1600;34.20N;76.50W
wavesensor;1986;8;WMO46037;19860809T1800;19860831T2300;48.30N;133.80W
wavesensor;1997;12;WMO46045;19971201T0000;19971231T2300;33.84N;118.45W
wavesensor;1997;12;WMO46062;19971201T0000;19971231T2300;35.10N;121.01W
wavesensor;1997;12;WMO51028;19971201T0000;19971231T2300;0.02N;153.87W
wavesensor;1997;11;WMO45011;19971106T0000;19971123T2300;43.02N;86.27W
wavesensor;1997;4;WMO44028;19970401T0000;19970420T2300;41.40N;71.08W
wavesensor;1992;1;WMO42025;19920101T0100;19920131T2300;24.90N;80.40W
wavesensor;1992;1;WMO46048;19920101T0000;19920131T2300;32.90N;117.90W
wavesensor;1992;12;WMO41016;19921201T0000;19921231T2300;24.60N;76.50W
wavesensor;1992;12;WMO46051;19921201T0100;19921231T2300;34.48N;120.69W
wavesensor;1980;9;WMO41003;19800901T0000;19800930T2300;30.40N;80.10W
wavesensor;1980;9;WMO41005;19800901T0000;19800925T1300;31.70N;79.70W
wavesensor;1980;3;WMO42006;19800301T0000;19800323T1500;26.50N;96.00W
wavesensor;2001;12;WMO46063;20011201T0000;20011231T2300;34.27N;120.66W
wavesensor;2001;12;WMO46079;20011201T0000;20011218T1600;59.05N;152.23W
wavesensor;2001;10;WMO48011;20011001T0000;20011006T1600;67.52N;164.50W
wavesensor;2001;5;WMO42054;20010501T0000;20010514T0400;26.00N;87.73W
wavesensor;2001;2;WMO42041;20010201T0000;20010228T2300;27.50N;90.46W
wavesensor;1981;2;WMO44006;19810201T0000;19810228T2100;36.30N;75.40W
wavesensor;1996;12;WMO41022;19961201T0000;19961208T2300;31.89N;80.86W
wavesensor;1996;11;WMO41021;19961101T0000;19961116T2300;31.92N;80.85W
wavesensor;1996;11;WMO51026;19961101T0000;19961123T2300;21.35N;156.93W
wavesensor;1996;9;WMO41023;19960901T0000;19960911T2300;31.92N;80.93W
wavesensor;1996;2;WMO41018;19960201T0000;19960214T2300;15.00N;75.00W
wavesensor;1975;12;WMO44001;19751201T0000;19751231T2300;38.70N;73.60W
wavesensor;1988;1;WMO46039;19880101T0000;19880131T2300;48.20N;123.40W
wavesensor;1991;2;WMO44015;19910201T0000;19910228T2300;37.50N;73.40W
wavesensor;1991;2;WMO44023;19910201T0000;19910228T2300;37.50N;74.40W
wavesensor;1991;10;WMO41017;19911001T0000;19911023T2100;35.40N;75.10W
wavesensor;1991;10;WMO44026;19911001T0000;19911023T0000;36.00N;73.50W
wavesensor;1977;12;WMO46008;19771201T0000;19771231T2100;57.10N;151.70W
wavesensor;1977;9;WMO46007;19770927T0600;19770930T1200;59.20N;152.70W
wavesensor;2000;11;WMO42042;20001101T0100;20001109T1500;29.88N;88.32W
wavesensor;1995;4;WMO51027;19950401T0000;19950430T2300;20.40N;157.10W
wavesensor;1995;4;WMO42037;19950401T0000;19950430T2300;24.50N;81.40W
wavesensor;1995;4;WMO45010;19950419T1800;19950430T2300;43.00N;87.80W
wavesensor;1995;3;WMO44019;19950301T0000;19950331T2300;36.40N;75.20W
wavesensor;1987;11;WMO46043;19871101T0000;19871130T2300;46.90N;124.20W
wavesensor;1987;2;WMO46038;19870201T0000;19870207T0300;41.90N;124.40W
wavesensor;2006;3;WMO42038;20060301T0000;20060331T2300;27.42N;92.56W
wavesensor;2006;3;WMO44031;20060301T0000;20060331T2300;43.57N;70.06W
wavesensor;2006;3;WMO44035;20060301T0000;20060331T2300;44.89N;67.02W
wavesensor;2006;3;WMO44038;20060301T0000;20060331T2300;43.63N;66.55W
wavesensor;2006;3;WMO46230;20060325T0200;20060331T2300;33.62N;118.01W
wavesensor;2006;5;WMO41029;20060510T1600;20060531T2200;32.81N;79.63W
wavesensor;2006;5;WMO41030;20060510T2100;20060531T2300;32.52N;79.34W
